GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ENTJ,ISFJ,55227.07,37476.25,Failure
ESFJ,INFP,35207.17,88158.23,Success
ESTJ,ISTP,65654.14,34798.5,Failure
INTJ,ESFP,96895.8,43593.35,Success
ESFJ,ESFP,85240.72,95431.56,Success
ENTP,ESFP,75438.13,34341.97,Failure
INTP,ENTJ,98146.57,68904.17,Success
INTJ,ENFP,98418.87,60695.16,Success
ENTJ,ISFJ,62984.69,78297.3,Success
ISTJ,ESFJ,46865.14,62430.86,Failure
ISFJ,ISTJ,65502.61,93214.03,Success
ISFJ,INFJ,61923.48,96485.28,Failure
ESTJ,ENTP,54732.64,37531.92,Success
ESFP,ENTP,97472.94,33550.14,Success
INFJ,ESFP,31264.83,75443.03,Failure
ENTP,INFP,77124.63,52831.06,Failure
ESFP,ISTJ,36512,46011.99,Failure
ESTP,ISFP,76092.16,52934.05,Failure
ENFJ,INTJ,99305.54,46220.85,Failure
INTJ,INFP,90464.53,52477.93,Success
ISFJ,ENTJ,31602.86,46109,Failure
ENTP,ESFP,34217.36,98274.26,Failure
ENTJ,ENTP,77005.7,65756.67,Failure
INFP,INTJ,57506.63,59280.32,Success
ISTP,ESTP,85933.91,89462.63,Success
ISTP,INFP,38751.1,40956.83,Failure
INFP,ISTP,36773.62,69829.3,Failure
ESTP,ENTP,46491.2,62815.27,Failure
INFJ,INTP,80893.23,68430.61,Failure
INFP,ISFJ,57181.51,31384.44,Failure
ESTP,ESTP,85152.62,88836.77,Failure
INFJ,ISTJ,62423.02,43382.64,Failure
ENFP,INFJ,96503.52,95886.73,Failure
ESTP,ESTJ,35729.8,47565.84,Failure
ISFP,ISFP,98677.13,74184.48,Failure
ISTJ,INFJ,94757.02,57512.54,Success
ISFJ,ESTP,56301.28,59999.04,Failure
ESFJ,ENTP,79150.21,40375.37,Success
ISFJ,ISTJ,39713.72,34988.34,Failure
INFJ,ENTP,78263.15,73163.29,Success
INTJ,INTJ,42187.2,66660.88,Failure
ESTP,INTP,42995.95,42012.32,Failure
ENFP,ENTJ,93722.37,88825.26,Failure
ISFP,ISTP,92953.53,79494.12,Failure
ENTP,INFJ,49307.35,83162.98,Success
ESTJ,ESTP,95057.41,77640.47,Failure
ENFP,ENFP,48633.62,31410.07,Failure
ESTJ,ESFJ,57351.12,82164.48,Failure
ESTP,ENTJ,33287.23,31899.79,Success
ISFJ,INFP,40000.1,76591.81,Failure
ENTJ,ESFP,53058.1,52255.16,Success
ENTJ,INTP,84809.52,56588.38,Failure
INFP,ISTJ,52621.09,91397.82,Success
ENFP,ISTP,52107.74,98469.21,Success
ESFJ,INFJ,43771.85,52189.54,Success
ISTJ,ENFJ,71151.39,43451.1,Success
ESTP,INFJ,85305.77,58631.36,Failure
INTP,ESTJ,98916.14,97814.98,Success
ENTJ,ENTJ,65018.56,51959.56,Failure
ESTJ,INTJ,56720.07,64263.51,Failure
ENFP,ESFP,60601.18,36578.06,Failure
INFJ,ESTJ,60467.18,35672.69,Success
ISTJ,ENFP,54859.14,59570.19,Failure
ISTJ,INTJ,83751.35,38452.85,Success
ENTP,ESTJ,71478.8,35741.05,Failure
INTJ,ISFJ,75549.6,32983.02,Failure
ISTJ,ISTJ,69498.09,77540.95,Failure
INFP,ESFP,59303.25,93275.66,Success
INTP,ESTJ,49483.63,57210.6,Failure
ENTJ,INTP,68169.11,62149.71,Failure
ISTP,INFJ,55529.51,90696.95,Failure
ISFP,ENTP,55325.34,68266.53,Failure
ISFJ,ENTJ,66539.77,70623.62,Failure
ISTP,ESTJ,92724.72,66330.63,Failure
ISTJ,INFJ,46299.93,78236.53,Failure
INFP,INTJ,86393.39,53170.96,Failure
ISFP,ESTP,60403.87,85064.15,Failure
ESFP,ISFJ,37748.47,44117.35,Success
ESFJ,INTJ,50879.09,91554.37,Failure
ESFP,ESFP,39460.64,30586.14,Failure
INFP,ENTJ,58061.35,79266.79,Failure
ESTJ,INTP,49833.27,82634.46,Success
INFJ,ESFP,87384.33,70105.51,Success
ENFJ,INTP,76426.3,45376.26,Failure
ISTJ,INFJ,91251.12,68932.85,Success
ESFJ,ISFP,79298.28,89295.62,Success
ISTJ,ISFJ,88622.36,61461.58,Success
ESTJ,ENTP,95856.23,73852.57,Success
INFJ,INTP,53629.57,67511.38,Success
ESTP,ENTJ,83206.01,63346.58,Success
ENTJ,INTJ,41197.46,69320.48,Success
ENFP,ENTJ,62537.31,77430.14,Success
ENTP,INTJ,71632.33,97664.84,Success
ESTP,INFP,37285.64,84489.15,Success
ISTJ,ESFP,64417.85,49587.74,Success
ISTP,ESFJ,83765.36,31458.43,Success
ESFJ,INFP,95991.1,84204.36,Failure
INTJ,ESTP,53205.91,88999.56,Failure
ENTP,ENTP,46594.16,73397.49,Failure
ISFJ,INFJ,44614.91,85150.43,Failure
ISTP,ESFJ,55964.69,32185.75,Success
ENFP,INFP,39294.49,55545.95,Success
INFP,ISFJ,94265.63,76143.74,Failure
ISFP,ESTP,84583.55,37552.38,Success
ISTP,ISFP,58044.41,43452.53,Success
ESFP,ENFP,70706.61,44642.2,Success
ENFJ,ESFJ,84985.78,92484.53,Failure
ISFJ,ESTP,30355.39,94391.28,Failure
INFJ,ISTP,56200.25,48639.89,Failure
INFP,ENFP,54938.89,33444.25,Success
ISTP,ENTP,71163.96,71711.23,Failure
ENTP,ESTJ,36448.06,79056.58,Success
ISFP,INTP,57474.91,75032.15,Failure
ISFJ,INTP,58612.07,52069.44,Success
ESFJ,ENFP,34355.19,75270.27,Failure
ENFJ,INTP,81664.51,58037.82,Failure
ESTJ,ISFP,37883.33,32470.68,Failure
INTJ,ISFJ,65857.29,45110.03,Failure
ESTJ,ESTP,39221.3,70541.24,Success
ESFP,ESFJ,93007.15,72591.89,Success
ENFP,ISFJ,97721.12,61635.88,Failure
ESTJ,ENFP,78333.61,82746.86,Failure
INTJ,ESTP,59767.02,80060.1,Failure
ENTP,ENFP,87231.49,92310.91,Failure
ISTP,ISTP,88562.04,45739.39,Failure
ESFJ,ESFP,68843.48,46468.68,Failure
ESTP,ENFP,36265.74,62984.18,Failure
ESFP,ESFP,69052.61,76958.76,Failure
ESTJ,ISFJ,71846.91,42334.89,Failure
INFP,ESTP,98747.27,47578.72,Success
ISTP,INTJ,65356.44,86122.8,Failure
ENFJ,ENFP,88583.26,59680.13,Failure
ESTJ,ISFP,63002.26,56883.78,Failure
INTP,INTP,63174,45308.2,Failure
ESFJ,ESFP,46391.11,50332.21,Success
ISFP,ENFP,84169.3,60238.35,Success
ESTJ,ENTP,58041.78,60583.17,Failure
ENTP,ENTJ,84989.49,96296.57,Failure
ENFP,ESFP,73417.67,57023.69,Failure
ISTJ,ESFP,59544.74,97189.83,Failure
ESTJ,ESFJ,84649.98,60008.41,Success
ESTJ,INTP,52536.21,30091.72,Failure
INFP,ENTJ,79383.48,57196.64,Success
ESFJ,INTJ,40561.88,38219.63,Failure
ENFP,ENTJ,45988.38,33853.53,Failure
ISTJ,ENFJ,93505.49,82749.05,Success
ISFP,ESTP,79864.73,75857.61,Success
ENFP,ENTP,81406.1,98926.95,Success
INTJ,ISFP,58660.35,62532.18,Success
ENFJ,ENTP,68220.31,56817.39,Failure
ENTP,ESFP,48935.75,90351.98,Success
INTP,ENFJ,30943.99,52556.29,Failure
INTJ,ESFP,85040.45,54143.91,Success
ENTJ,ENTJ,64817.19,59003.98,Failure
ESFP,ESTP,45805.87,51455.74,Success
ENFP,ISFJ,49996.77,35406.63,Failure
ENTP,ESTP,49693.86,35188.49,Success
ISTJ,ENFP,50266.92,74179.27,Failure
INTJ,ISTJ,97742.2,33100.64,Failure
ISTP,ENFJ,33997.48,46365.59,Failure
ISTP,ISTJ,52046.62,60406.4,Failure
ENFJ,ESFP,90935.44,79886.79,Failure
ENFP,ENTP,63204.66,42085.64,Failure
INFP,ENFP,88471.97,57106.75,Success
ESFP,ENFJ,74804.23,96612.04,Failure
ESTP,ISFP,60962.6,99599.75,Success
ENTP,INTJ,66197.54,56647.37,Failure
ENFJ,ESFJ,73191.63,90609.76,Success
INTJ,ENFJ,91010.89,63996.38,Success
ISFP,ENTJ,86116.48,56178.11,Success
INTJ,INTJ,38113.46,74135.02,Failure
ENFJ,INFP,66284.93,56435.23,Failure
ISFJ,ENTP,42658.04,80869.53,Failure
ESTP,INTJ,42305.38,44366.99,Success
ENTJ,INFJ,71362.5,36155.29,Failure
ESFJ,INTJ,57181.84,71388.64,Success
ISTP,ENTP,67272.57,54104.77,Success
INTJ,ENFP,66941.93,70770.73,Failure
INFJ,ESFP,62670.67,83771.22,Failure
ENFJ,ESFJ,88584.86,64640.44,Failure
INTP,ESFJ,57438.21,32728.35,Success
ENFJ,ESTJ,75680.78,74844.9,Failure
ISTJ,ENFP,80249.95,85370.87,Failure
ESTJ,INTJ,77646.99,38733.61,Failure
INTP,INFP,45566.8,33139.44,Success
INFJ,ENTP,45050.71,58926.42,Failure
ESFJ,ISFP,49136.77,42316.53,Failure
INTP,ENTJ,43446.1,41801.32,Success
ISTJ,INFP,70098.08,89027.33,Failure
ESFJ,INFP,80622.14,38525.53,Success
ISTJ,ISFP,72720.5,34860.27,Success
ENFJ,ESTP,44557.52,30597.32,Failure
ISFP,ENTP,44728.77,87788.45,Failure
ESTP,ISTP,63114.94,74068.5,Success
ESFJ,ENFJ,96324.53,76610.62,Success
ISFJ,ISFP,30862.29,68299.09,Failure
INFJ,ESTJ,46389.86,66008.89,Failure
ESFP,ISTP,51491.34,42581.58,Failure
ISTP,INTJ,64856.03,32752.88,Success
ENFP,ISFJ,38123.34,37208.53,Failure
ESFP,ESTJ,47728.76,77399.35,Success
INFP,ESTJ,53922.05,70036.33,Failure
ENFP,ISFJ,96070.1,40572.29,Failure
ESTJ,ESTP,70226.11,93894.01,Success
INFJ,ENTJ,54502.9,84750.39,Failure
INFJ,ISFP,65534.37,46764.91,Failure
INFP,ISFP,74436.84,43783.12,Success
INFJ,INTJ,53823.55,33064.61,Failure
ISFP,INTP,40808.7,63949.3,Failure
ISTP,ENFJ,94241.39,41173.11,Success
ESFJ,ENTJ,76142.07,46854.49,Success
ENTP,INFP,45752.61,51443.41,Success
INTP,INTJ,38042.14,64539.25,Failure
ESTJ,ISFJ,53165.82,32962.75,Failure
ENFJ,INFJ,38738.51,62223.3,Success
ISTJ,INFP,77206.31,70262.71,Success
INTJ,INFJ,75201.59,92007.29,Failure
ENTJ,ISFJ,74736.55,47029.51,Failure
ENFJ,ESTJ,52525.57,67912.97,Success
INFJ,ESTJ,76027.39,65096.46,Success
ESTP,ESFJ,46495.29,78613.51,Failure
ESTP,ESTP,72527.87,44118.88,Failure
ESFP,INTP,95769.83,96684.79,Failure
ISFP,ISFP,63154.73,72221.68,Failure
ISFJ,ESFP,79943.89,36912.61,Success
INTJ,ISFP,43290.33,55542.35,Success
ESFP,ENTJ,59708.54,96770.37,Failure
ENTJ,INFP,91968.68,56714.09,Failure
ESTP,ISFJ,41697.49,89260.01,Success
INTP,INFP,35256.68,97280.84,Failure
ISFJ,ENFP,51046.61,86245.43,Failure
ENTJ,ISTP,87267.91,97094.03,Success
INTJ,INFJ,79226.13,31653.02,Success
ENTP,ESFP,34553.14,85219.12,Success
INTJ,ENTP,48420.67,95831.27,Failure
ENFP,ESFJ,42855.14,78091.81,Success
ISFJ,ESFP,61485.73,43684.52,Success
ISTP,INFP,63116.88,95601.04,Failure
INFP,ESFJ,93646.92,72932.92,Success
ESTJ,ENFP,77464.22,85901.22,Failure
ENTP,ENFP,80236.36,41679.27,Success
INTJ,INFP,41224.79,95806.3,Failure
ESTJ,INTJ,79946.26,57650.09,Failure
ISTJ,ISTP,94019.93,76222.45,Failure
INFP,ENFJ,48779.73,49751.27,Failure
ENFP,INFJ,88024.89,95267.86,Success
ESTP,ISTJ,46708.88,52239.44,Success
ENTJ,INFJ,92767.84,38535.24,Failure
ISTP,ISTJ,51333.23,57302.63,Failure
ESFP,ISTP,56149.37,95258.07,Failure
ENFJ,ESTJ,54564.82,74111.47,Success
ESFJ,INTJ,66299,89464.44,Success
ISTJ,ISFJ,38716.82,82047.3,Failure
ENFJ,ESFJ,70231.83,95166.15,Success
INFJ,INFJ,85374.2,45580.68,Failure
ISFJ,ENTP,57389.16,73447.79,Failure
INFJ,INTP,87615.53,96068.65,Failure
ISTJ,ESTJ,80605.31,66999.18,Success
INFJ,ENFJ,31998.45,52724.75,Failure
ESFJ,ENTP,44510.86,57304.85,Failure
INTP,ISTJ,62314.77,80967.88,Success
ESFP,INTJ,51445.4,91889.12,Success
ESFP,ENTP,36606.39,50521.37,Failure
ENTP,INTP,31746.64,76228.24,Success
ISFJ,INTJ,55259.43,66994.53,Failure
ESFJ,ENTP,76625.73,89288.94,Failure
INFJ,ESFJ,37124.94,71742.99,Failure
ISTJ,INFJ,89657.47,34942.73,Success
ENTJ,ENTJ,64738.44,75950.36,Failure
ESTJ,ISFP,80530.5,76938.98,Success
INFP,ENFJ,52491.13,62147.96,Failure
ISTJ,ISTJ,38029.22,67959.47,Failure
ISTP,ISTP,54171.95,97547.56,Failure
INTJ,ESTP,49814.27,32004.62,Success
ESTJ,ISTP,34679.5,67274,Success
ISFJ,ESFJ,46679.51,99045.35,Failure
ISFP,INFJ,78803.89,46436.2,Success
ENTP,ESTP,90371.18,57378.97,Failure
ESFJ,ESTJ,50937.33,51382.55,Success
ENTJ,INTJ,56257.61,80820.82,Success
ISFJ,INFP,92467.36,34090.11,Success
INFP,ISTJ,68681.6,73055.58,Success
ENTP,INTP,43361.33,63385.4,Success
ENFJ,ISTP,37006.6,81775.88,Success
ESFP,ISTP,71508.8,84031.64,Success
ISFP,ISTP,36735,80541.36,Success
ISFP,ISFJ,68248.64,42348.51,Success
ENTP,INTP,48537.91,54829.3,Success
ISFP,ISTJ,34529.62,49748.31,Success
INFP,ESTJ,39136.45,69221.33,Failure
ISTP,ESTJ,68656.38,57287.69,Failure
INTP,ENTJ,41674.76,83790.01,Failure
ENTJ,INFJ,44146.16,63741.95,Success
INFP,ESTJ,96835.05,59857.9,Success
ESFJ,ENFP,41629.25,34576.51,Success
INFP,ISFJ,92441.71,52779.58,Failure
INFJ,ISFJ,49996.26,88888.99,Failure
ESTP,INFP,38536.54,46809.83,Success
ISTP,ISTP,54552.58,33492.35,Failure
ISTJ,INTJ,64071.8,51105.18,Failure
INFP,ESFP,52744.7,33642.36,Success
ESFJ,ISTJ,86699.03,94974.45,Success
ESTJ,ENFJ,70443.54,55383.64,Success
ISTP,ESTP,59456.4,58392.38,Success
INFP,ESTP,34563.95,60881.82,Failure
ESTJ,ESFP,51287.22,73616.02,Failure
INFP,ESTJ,31126.8,56879.4,Failure
ISTJ,ENTP,43515.24,43777.19,Failure
INFJ,ESTP,50576.75,94098.61,Failure
ISTJ,ISTP,58764.41,67931.1,Success
ENFJ,ENFJ,36969.11,87378.07,Success
ENTP,INFJ,71208.46,70864.14,Failure
ISFJ,ISFP,90289.36,82363.45,Failure
INFJ,INTP,41981.78,72235.94,Success
ISTP,INTJ,88429.57,57976.91,Success
ENFJ,ISFJ,39246.34,77823.1,Success
INTJ,ISTP,96116.72,42918.81,Failure
INFP,ISFJ,43121.82,99191.88,Success
ENTP,ISTP,42789.89,82852.89,Success
INTP,ISFJ,43933.38,71088.57,Success
INTJ,ENFJ,52319.01,87580.55,Success
ENFP,ENFJ,39012.68,97033.31,Success
INTP,ENTP,41581.91,50465.28,Failure
ISTP,INFP,70369.73,32961.06,Success
INTP,ESTJ,88073.23,75896.84,Success
ENTP,INTJ,90422.11,35846.58,Failure
ISFP,ISTP,87310.5,96596.99,Success
INFP,ISFJ,88037.28,93429.43,Success
INTP,ENTJ,62844.74,72223.95,Failure
ESFP,ENTP,50840.86,49406.78,Success
INTP,ENTP,96570.59,75635.82,Success
ISFJ,INTJ,58758.11,46763.68,Success
ENFJ,ESFP,34311.2,84371.89,Success
ENTJ,INFJ,85492.7,91195.66,Success
ESTP,INTP,88159.56,89399.8,Success
ISTJ,ESFJ,52413.47,42467.14,Success
ESFP,ENTJ,72765.69,33884.92,Success
INFJ,INTJ,40724.6,85650.1,Success
ESFP,ISFJ,39773.33,39436.87,Failure
INTP,ISFP,37779.79,67061.39,Success
ENTJ,ISFJ,57871.15,34502.46,Failure
INTP,ESFJ,37113.8,88817.26,Failure
ISTP,ESTJ,77206.64,71117.23,Success
INFJ,INFJ,57939.48,66964.09,Failure
INTP,ENTJ,73353.43,36751.13,Success
ENTJ,ISTP,50672.03,35274.51,Failure
ISFJ,ENFP,80505.39,53404.5,Success
ESFP,ENTJ,85297.44,95185.54,Failure
ISFJ,ESTJ,72111.31,50001.7,Success
INTJ,ENFP,69513.76,30844.25,Success
ISTP,ENFP,43443.4,63007.46,Failure
ENTP,ISFJ,95396.31,38646.83,Success
ISFP,ENFP,42557.12,84479.94,Failure
ENFP,ISFP,79753.09,31549.26,Failure
INFP,ENFJ,30436.9,70662.75,Success
INFJ,ISTP,82921.8,53749.89,Failure
ESTJ,ISFJ,53233.47,37675,Failure
ENTJ,ISFJ,68437.76,31854.82,Failure
INFP,ENFJ,90877.77,87934.04,Success
INFP,ESTJ,55149.56,65545.91,Failure
ENFJ,ESFP,45367.11,30192.12,Failure
INFJ,ISTJ,71426.14,95298.97,Success
ISTJ,ISTP,33380.82,43136.26,Success
ISTJ,ISFP,83970.21,60045.31,Success
ENTJ,ENFP,71625.57,71692.73,Failure
INFP,ESFP,57447.54,53137.08,Success
ENTP,ESTP,44754.16,48741.4,Success
ENFJ,ISFP,90174.33,61150.53,Failure
INFP,ESTP,63599.46,91778.59,Failure
INTJ,INFJ,53521.9,57501.25,Failure
INFJ,ESFJ,44590.48,66048.41,Failure
ENTP,ESFJ,81968.08,69017.25,Failure
INFJ,ISTP,84221.55,63796.45,Failure
ISFP,INFJ,96457.93,53758.95,Success
ENTJ,ESTP,84753.21,57990.14,Failure
ISTP,ISFP,48039.31,43649.34,Success
ISTJ,ESTP,38158.09,88114.69,Failure
ESTJ,INTP,97719.06,73610.05,Success
ESFP,ESFP,59721.36,81565.14,Failure
ESFJ,ENTP,59760.8,60883.53,Failure
ISFP,ESFJ,88854.11,86057.7,Success
ESTP,ISFP,34030.47,59516.77,Success
INTJ,INTP,96563.87,88244.98,Failure
ISTP,ISTP,79851.11,96030.02,Failure
ENTP,INTP,91224.32,70488.35,Failure
INTP,ISFP,67281.66,56648.73,Failure
ISFJ,ISTJ,70813.05,51724.93,Failure
ENFP,ISFJ,47637.85,45704.36,Failure
ESTJ,ESTJ,30006.23,79143.59,Failure
ENFJ,INFJ,42034.49,58092.18,Success
INFP,ENTJ,82692.23,61923.73,Success
ENFJ,ESFP,71339.2,75227.76,Success
ISFJ,INFP,89135.02,69937.4,Success
INFP,ISTJ,38338.35,71522.77,Success
ISTP,ISFJ,44913.98,76970.88,Failure
ISTJ,ENFJ,70286.41,72131.35,Failure
ESTJ,ESTJ,71918.2,45919.81,Failure
ISFJ,ENTP,93877.02,82939.47,Success
ESFP,ENFP,73297.48,41647.72,Success
ENTP,ESFJ,55607.85,51021.8,Failure
ESFJ,ISTP,98854.39,71673.25,Failure
INFP,INFP,55785.36,44116.55,Failure
ESFP,INTP,40361.43,35979.12,Failure
INFJ,ISFP,47653.71,60852.19,Success
INFJ,ENFJ,37265.12,77645.07,Failure
INFJ,ENFP,60146.18,73780.29,Failure
ENFJ,ENFP,94656.02,65948.14,Failure
ESFP,INTP,83994.21,80826.11,Failure
INFP,ESTJ,33149.31,68456.97,Failure
ISTP,INFP,89401.69,86267.58,Success
ENTP,ISFJ,32316.27,96407.75,Success
ESFJ,ENTP,95444.38,62384.34,Success
ENFJ,INFP,45654.41,82966.76,Success
INFP,ISTJ,44326.62,40408.81,Failure
ISFJ,ISFJ,52290.31,92165.5,Failure
INTJ,ISFJ,79634.35,79242.28,Failure
ISFJ,ESTP,37127.74,54947.05,Failure
ISFJ,ISTJ,34256.82,33116.57,Failure
INFJ,INTJ,59680.36,93252.41,Success
INFJ,ESFJ,43130.09,67188.33,Failure
ENTP,ESTJ,64296.65,39739.58,Failure
ENFP,ISFP,68131.06,90361.54,Failure
ISTP,ESFJ,46433.97,73807.19,Failure
ISTJ,ENTJ,43762.13,48442.32,Failure
INFJ,ENFP,66725.15,53734.04,Success
ISFP,ISTJ,58095.52,63625.38,Success
INFP,ENTJ,30419.11,59760.59,Failure
INFJ,ENTP,97135.37,66888.71,Success
ESFP,ESTP,55041.93,80829.59,Success
ESFJ,ISTJ,73421.73,74326.08,Success
ESTJ,ISTP,56841.12,44221.3,Success
INFP,ESTJ,92409.32,42597.1,Success
ISTP,ESFP,62484.36,98047.29,Failure
INTP,ENTJ,45618.57,57771.21,Failure
ESFJ,INTP,88334.84,85643.2,Failure
ESFP,ESFP,85386.71,92169.2,Failure
ISFJ,ESTP,39261.33,81458.98,Failure
ENTP,INFJ,50520.12,64869.44,Success
ESTJ,ISFP,93793.09,62647.45,Failure
ESTJ,ESTP,57650.81,47525.61,Failure
ENFP,ENTJ,80820.67,68234.28,Failure
INFJ,ISFP,41264.62,91935.17,Success
ESTJ,ENTJ,73128.28,81501.59,Failure
INFP,INFJ,98293.4,30470.72,Success
ISFP,ENFJ,67209.47,63325.63,Success
ESFJ,ENTP,74342.78,84823.12,Failure
ISFJ,ESFJ,77027.15,54617.01,Failure
ENFJ,ENFP,74110.28,32607.09,Failure
INTJ,ISTJ,98809.87,53064.69,Failure
ENFP,INTP,56622.57,55950.17,Failure
ISTJ,ISFP,46955.07,85485.48,Failure
ISTJ,ENFJ,82931.77,65588.69,Success
ENFJ,ENTP,47468.86,99633.27,Success
INTP,INFP,46895.01,66754.76,Failure
ISTJ,ISTP,55315.8,51359.03,Failure
INTJ,ENTJ,52719.7,71928.36,Failure
ISTJ,ENFJ,79997.64,70491.09,Failure
ESTP,ISTP,80867.2,74707.67,Failure
INFP,ISFP,55837.98,45117.56,Failure
ENTJ,ENFJ,83009.73,50676.79,Success
ESFJ,ISFJ,82633.41,85878.17,Success
INTP,ESTJ,84691.8,37219.28,Success
ENFJ,ISTJ,58843.09,36316.35,Failure
ENTJ,INFJ,42357.71,88943.22,Success
INTP,ESFP,90164.72,50831.13,Success
ENFP,ESTJ,95435.32,34591.83,Failure
ENTJ,ISTP,75379.84,94892.48,Success
ESTP,INTP,61571.94,80110.13,Success
ISFP,ESTP,68657.05,30098.74,Success
ESTJ,ENFP,80095.15,30315.31,Success
ENTJ,INTJ,61307.49,69697.12,Success
ISTP,ESTP,35958.26,91363.82,Failure
INFP,INFP,73808.08,68478.6,Failure
INTJ,ESTJ,97148.14,57258.06,Success
ESTP,ESFP,74385.49,37694.93,Success
ISFP,ENFJ,96573.82,47586.62,Success
ISFP,ENTJ,47577.16,60189.15,Failure
ISFJ,ESTP,77016.55,58954.54,Success
ENFP,ESTJ,71906.73,70326.2,Failure
ISFP,INFJ,67410.34,62387.51,Success
ISFJ,ESFP,59518.28,99940.69,Failure
ESFP,INFP,85694.74,54976.14,Failure
ISTP,ISTJ,71846.25,47700.27,Success
ENFP,ENTP,79504.38,84252.78,Success
INFJ,ENFJ,31666.63,92036,Failure
ENFP,ESTJ,61747.32,63469.29,Success
ISTJ,ENFJ,38972.18,33450.59,Success
ENTP,ISTP,68426.12,52330.7,Failure
ESFJ,ESTP,87305.27,50413.84,Failure
ISTJ,ESTJ,53936.64,47474.07,Success
ESTP,ESFP,53406.99,52691.56,Success
INFP,INFJ,90702.4,31243.93,Success
ISFJ,ESFP,30642.58,85720.57,Failure
ISTJ,ENTP,58422.12,89278.07,Failure
INTP,ENTJ,50326.11,44640.45,Success
ENTJ,ESFP,59040.5,50595.17,Failure
ISTP,ESTP,76596.44,54405.49,Success
ENFP,ISTP,44152.73,82448.99,Success
ISTP,ESFJ,77341.97,89845.65,Failure
ENTP,ISFJ,89504.63,57307.93,Failure
ENTP,ISTJ,52231.16,51727.03,Failure
INTJ,ENFP,94343.06,93846.81,Success
INFP,ISTP,72982.27,35489.6,Failure
ENFP,ISFJ,64759.92,78203.89,Success
ENFP,ESFP,88516.49,67063.06,Failure
INFP,ESTJ,87356.78,83921.35,Success
INFJ,INTP,33391.56,98496.32,Success
ESTJ,ENTJ,48301.53,74430.14,Failure
ESTP,ISFJ,48560.08,83746.3,Success
ESTP,ISFP,32181.51,97052.96,Success
ESFP,ESTJ,67662.28,76949.29,Success
ISTJ,ESTJ,78119.67,66610.23,Success
INFJ,ISFJ,52609.33,51741.93,Failure
INTP,INTP,82371.57,93497.64,Failure
ISTJ,ISTP,80054.26,44769.74,Failure
ESTP,INTP,80096.69,72294.39,Failure
ISFP,ISFP,48736.35,30068.05,Failure
INTJ,ISTJ,58700.54,88145.7,Success
INFJ,ENTJ,35083.72,39458.15,Failure
ISTJ,ESFJ,41956.93,99599.99,Failure
ENFP,ENFJ,48042.89,51725.3,Failure
INFP,INFJ,67305.05,79272.6,Failure
INTJ,ISFJ,48571.87,82268.03,Success
ISTP,ENTJ,56121.36,35325.55,Success
ENFP,ESTP,38513.77,74613.21,Success
INTP,ESFJ,97792.17,47929.52,Success
ISFJ,INFJ,98968.46,87837.52,Success
ESFP,ESTJ,42323.06,88914.79,Success
INFP,INFP,38437.2,75281.87,Failure
INFJ,ENFJ,55713.14,70436.97,Failure
ESTJ,INFJ,40831.21,76875.06,Success
ESTP,ISTJ,55874.95,75338.67,Success
ENFJ,ENTP,54040.06,51719.58,Failure
ISFP,INTP,68397.69,78739.44,Failure
INTJ,ISTP,46323.35,35325.81,Failure
ISTJ,ESTJ,84324.5,98572.29,Failure
ISFP,INTP,59159.06,41019.15,Success
ISFP,INTP,56270.11,34766.06,Success
INTP,ESTP,45615.55,96735.94,Failure
INFP,ESTJ,85276.37,92448.36,Failure
ENTJ,ENTP,72461.12,66869.48,Failure
INTJ,INFP,59386.87,42848.2,Success
ISFJ,ESTJ,67726.63,46150.67,Failure
ESFJ,ESFJ,42208.57,93048.71,Failure
ISFP,ISFP,61684.27,46280.99,Failure
ENTP,ENFP,35162.52,66351.17,Failure
ESFJ,ENFP,35647.79,92138.87,Failure
ESTP,ISFJ,49915.29,53478.15,Success
INFJ,ISFJ,89010.32,66272.86,Failure
ESTJ,ENTJ,60999.07,43188.07,Success
ISTP,INFJ,52448.68,67337.95,Failure
ESFP,INFP,92982.84,86800.15,Failure
ISTJ,ENTP,64784.7,86796.91,Failure
INFJ,ISFP,53343.45,81413.68,Success
ENTJ,ISFP,88203.97,31584.53,Failure
ESFP,ENTP,88333.55,47693.82,Success
INFJ,ENFP,31142.53,89434.46,Failure
ENFP,ENTJ,80392.95,43063.58,Failure
ENFJ,ISTP,65188.48,37837.61,Failure
INTP,ENFP,84845.77,76359.69,Success
ESFJ,ISFP,34870.03,71229.11,Success
ISFJ,ISTP,86840.94,40999.28,Failure
ISFJ,INTJ,85288.75,59393.54,Success
INFJ,ESTJ,31790.88,94763.14,Failure
INTJ,ENFP,31636.77,82997.08,Failure
INFP,ISFJ,85749.05,32453.97,Failure
INTP,ENFP,86791.86,57346.23,Success
ENTJ,ISFP,41294.4,52505.44,Success
ENFJ,ISFJ,90190.88,52280.71,Failure
ISTJ,ISTJ,38970.79,32165.4,Failure
ESTP,ENFP,60787.47,81776.22,Failure
ESTP,ESTJ,81338.3,32750.28,Success
ISFJ,INFP,56723.22,73469.62,Failure
ENTP,ENFJ,30858.71,73735.61,Failure
ENTP,INTP,32292.64,91709.34,Success
ESFP,ENTP,40355.99,32162.66,Success
ESFP,ESFJ,76967.92,41036.37,Success
ESFJ,ISFJ,33355.98,68653.84,Success
ESFP,ISFP,71871.45,94508.6,Success
ENFP,ENFP,37250.58,53353.48,Failure
ESTP,INTJ,87092.66,83069.13,Failure
